1. OPCODE: GU_GAME_ENTER_RES, LENGTH: 79, sha1: 899fe6bea6f11bd74ad0e86be95c149d690e072c
312. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 058c1b83935166f85df768f6c53045c1c8a13694
313. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7ad3c076b9972630b97ad7d5aaf4182295fd6663
314. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 56515a0efc11f2ad94eb4bf1b64710c4a8ff11c3
315. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c871705c390f962824ee4bb2a37229b40432fd62
316. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 2693abd3e51ad9345eaa1279d4142a9871c31368
317. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 283fc4e36f6bed44b7997d5fb820708fabe3a526
318. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3c7a3f4b4adad45e54b70a98414b3a7db490c912
319. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 44135a2d093b68944237790380b5151f05a217c0
320. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7eab9cd67d1592290011f224df797e9c3cd1f952
321. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b36ad0cc91bf7c34cd81cf91df2f8e5140f7d482
322. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d6dd89d915d410ecb249c5e1669aad560aea38f0
323. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 65a021b06aa4239688c6892b6dc03fa624ec0a55
324. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: c797a158756a596b366bc7dd633ee1c9ed43eddb
325. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f4e851f0a1461b562d19178522f88b6f5919783f
326. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2adddf5265531710c64d904cdaa1fd5f5a7e18b7
327. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 42b9e6f96bef8f7ebe68d96fdcad51adb2a0b558
328. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ab4570ae53e5cb7fbd0ce1421bb713e67c08dee4
329. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 95381c777ea12063d5cd7c0517c4b946d21c9b96
330. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 33dacc5fb09a45b3800177a339b1fd511f5f53ee
331. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d4e8b0b3fc7101aa281815daad7d9f3dc620c7f0
332. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: bf6faab036c3ec28489200a7eb2a1f9394126db1
333. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b183631251048b12330d534d43f48dae62a30fc3
334. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: da0144db9f581faecb741a656f26e137262e9844
335. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 8b5e04a890d53b1060db0daa3d704fde42564dc0
336. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 2004c6855c46bee8c861fa94fd7fc9b443ab8641
337. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d259ce2ca17f1c756426b6813efba74131186a0e
338. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 53f64a5ce573a9b226b0bb93de69c56ec32fde1e
339. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 319bc7982def672fc014f4770c002296bf7911c0
340. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 45c7137e36d8a1c513f6e66404cdd38317a82196
341. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 3a63a8a84ccf66edeb22dc10f16823aa8e2aec59
342. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 41109e0d31d58d57f65112e0abed38a823216383
343. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: f73f73626ba0ccf9c343b716818e99edf5aa6be2
344. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 99e8314264bd270fabfa3418981c690af29af2c9
345. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 92a13ea538b8f7ac3128f6233e1a64196e6a3160
346. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4f43293f1ccc88907bbd6b99b469ec7dcc235aa6
347. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 08359ae3b05fd89a609fd60f45179bfcab37131c
348. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 820e786bc8c40594030f3ba604a1341e65bcadcd
349. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: a8e29ff9734da30e9e05361c7bb5977707bc365c
350. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: a0819cb4b31dff4b60c089a6a98447e81fb883a0
351. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 2e6bd77577007878a98d2859001658dafae9dd72
352. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 8f247a31e4adf8b097eb8fe9a483e6c025015f90
353. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 15b10e052f95bbad7c2632a072fdf2401dab6328
354. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: ebc0b5742eee523bcadf00c3adecb48da7d61b36
355. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: bd2455ee9c72d931b466f68d6ff40514b47e1ee8
356. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fc2717dcc50746e19b495e90ab78700fb0825c84
357. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b6f56dccf2721ad435af4d8605a07720d9f523e5
358. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9efa957d07b2fcf81d952a95e6dbdae2a34fddd3
359. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b29b28bc94e7c1f7682241df0ecb077939ac3f53
360. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: d41de5b73a4fc7000a8994ee372a1680d8570a3e
361. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 8354dedb83b977aea03965e6ba786efae21de8a7
362. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6d66179f5fa2e0f978172227c885d4e8205565ad
363. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 68c05f1cbc697fa6834fb6940cb7666e6434750f
364. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: adfc257543b6a2a85b00ce4ffc8de7580517b774
365. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 20743f0020138c3863813d79106a47d9d63ed17e
366. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: f0705f5d6daa04df6eb394849175c8dd2ce5e404
367. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e0f9e36d39448533df14e246578be8c08b12d5a2
368. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 971da12ef3d2f034f49707845d35d498e4252265
369. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5f0325a41bce436dae0827e2dfaba80acebceac9
370. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: acf409dab706c1ded3a651096e1b09ee0daaebb7
371. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8347c888ccf7a66f98dbdc233418f1f6dfb317d5
372. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1ef6713245af57f90b4cf28fc28191f479254625
373. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 815d8c5b5d321a93b1a633b9b119c111821826f4
374. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 2f02268e166ce22351dcb131d4e5c1ff95bb36c4
375. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 5eb674c734ba81c9828b95cbcf7c56c6984417c0
376. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: a92ec9a6ceff2278f35650357ac490b0a2b8abe6
377. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fe80e6d64a11ea52e735d3738be561cb9413e914
378. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: bb4422c5522826f8e05c1275672961923e594f75
379. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7a8480d89ef9ba82ab086e698d3969c8d6a2523d
380. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0cc6f305a3bed2b902bce0c09cfbadc3c96ee226
381. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 248ac5bb21ea53efc513b17e51b228b5be38e384
382. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bf1cdc9cfbbd5d69bba5559a64a6bb1bdfe1cadb
383. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e77113a53f5ba8d123428de483cdbc4f701878c6
384. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7297dfe6aa24886a50e2aa448110fc8f054b0335
385. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 70b68bf289b9ea67d6f7f77acc4a7c731623656f
386. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c508661ff925ee44dc96e82de1eaa238f02b1609
387. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1982ffbe5af6667d184de19bdf72d438cf76ac9d
388. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ae152c3248a798e72ed072f34b6f26eff0f851e9
389. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 24b9426ea4617c201c73264b0bcec4f5dcca6486
390. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fc2ce2608c8167f45234c96868af4a68dee1df47
391. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: e6926c536b6830de5b80a79ea6a9d61ad0eeafb5
392. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 56dc56e5452b3e3f8e2a9efead963b8473ea5909
393. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f7c59b961b12d2d9fad19ca2372fd89b466407c6
394. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5b2101943441ce282f94a17173f5a0f10969fe63
395. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 13183edf1110bf532bdc50dd26a6cc106aad8929
396. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c08f049bfd684434350c57561a3311c153b68ff8
397. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 255c5e34094cece91749129ed173ba0aced4c700
398. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: abd72313229fc11c95ec40f138c22fbd56e28479
399. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5a6c4f4250ae160ef177936ec0b1dd2738833dc3
400. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3a2287053fa784c5c8f24841841117d662eadb61
401. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 30bd64ef2af7d8c38bfb3630e81f2aed9c7c7c22
402. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7875ec3257fc9dcf3c096d57f8c80b7156dc094a
403. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 5924bc17167afa5bb78f910f5ded9510434e5179
404. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8608cb604b7c67b8721f220f6be9f1108040c650
405. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: fb4c3f64c353b7818ffa217f9ebd9cb1e0af8a19
406. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b261b82dd6345eb01663dde23513952571961201
407. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 63c60dac8496604396acc19c32ebda165c24a65c
408. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: db80ca8873d3b229b4ce1d178e137014f42379fa
409. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6e3d689c9f4a625525071bb8ae30de34d2d85cb7
410. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7a91f0340790f57562bdc8980415d23b2b13eaaf
411. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 9512c43f0d7ab0adc4c9ceaff0847a9810482902
412. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 319bc7982def672fc014f4770c002296bf7911c0
413. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: e763e52ad166b8ebc60b7e1a0bc445a9c71f69dd
414. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 4ce79ca4823973db55321ce61db7860cd76229b3
415. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 937327f8c0d72303496a912ddfff8460b805e2d9
416. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: e198c44e0564a48723b5232bedf3c48deb6f1e69
417. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 284a0699cfe3988bedd74b2d3b04abc6c4e7b764
418. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 158f645b805f610ff0ad9eb7e060703734de5f5d
419. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 139f8b1a70d935dd26de95be198681caf242972b
420. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: aa75668845fcafac6ad274392900c316ce3d1798
421. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a085d2e9417487513ede1b203a47909333b49724
422. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 769abadaa3c41336aa2dc1ad3f6ceb5aa6c6859a
423. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c12ea804cc102beb3b6caec090cda8d0b7ea0ee5
424. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: ba7209d70741bb138c3f6be16065db9d7b8cde44
425. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 406cf2d3e9d519ae4e06577ac289940d1e1b09e3
426. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3a41ecf96ec0580977c4df5b70a9e2f47d44dbe2
427. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: aedaf863642d2c133580c95dd2e70a39577ce5f5
428. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: e5c38c4b1dff210e4242ed2e891cfbaf59af11a3
429. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a9da9bc2fa911a121eafb651a943f5e457bb8b3b
430. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f9718326983df1b072f229b9a9435c6daa6704b2
431. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ba0f0648a9703aa2f4de0eed1addb7d56a7e2071
432. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: df10c50a1ef0fd49771f75ceeb431590b0a6453c
433. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3dbd4dfdf575d07676d3a5fa400987f8b52e914e
434. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: c0351a76496e510027f800e20476655395429c04
435. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 622aef5e3df5d773bff2c114da9417d536fb6c52
436. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e99425dd71bfc7ad730280e0707f821514189d28
437. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 7a80eda3ad4d00a9abbc4d1ccfdfee29d5c4aa17
438. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 53eecc6978f80e550e3026f020c878b0328a0cab
439. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e1d4d8458620c64cf88cf365c3d23f163d455882
440. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 78692948c9b7b53b35778cc53fa91749ed694dee
441. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: d5a80b3d37976110410347c103adf7700d642079
442. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: c211cd94de03e4dd7f30d4656c1609f104f1967f
443. OPCODE: GU_SERVER_CHANNEL_INFO_REFRESHED_NFY, LENGTH: 121, sha1: 287d1faa4903df1dc6384dfc7b6d72214e8f00d0
444. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fc4e287990e43bf41a1da15496b77f229859e7c6
445. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: af38a054f79c0f40bdb15a2ef9042ea06d496a66
446. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 09e9ba5186f21eb496eaa554a4eb6f17cd2f460f
447. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b53c186ae73b4209c932ba2bb15337447e1a4904
448. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 29531e9d4df086b6b8764b483425052c37af6ddd
449. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 78e83eda7371c0022bd2e22eca14468d6545551e
450. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9388b51a37f59ef625f955fe37025ef531ef25ff
451. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: c4d3c09c9731b65ced4a45c032c350488d4d3cde
452. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 285d02e0f794f7341de141f3844d17b9123f7baf
453. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 991e9d3efeceb9530b9ddd22a81beca290619994
454. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: dea9ecf6d248d5c3a1883d79ce46a2a7ed7d8cf2
455. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 32dae4bfcbb774346b18519cb92823633564c9cd
456. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 623eb53942cbbb1596e4797352b9c1286bd196a8
457. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b5d336d521c9f1b45991e63e4063652977779659
458. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 9aa16e1ac090b2c19e6f2bf59433fe2e74165cf1
459. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 649ba7a77c967e58fa0fafef99b24d1aabed44df
460. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 86f574e4ab197c38885845e7d3d22477425d24b8
461. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b4d81dbddc7f2858c2b19ba7b6602fc6a3b62ff3
462. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 411dc0bda70eed1d173efd8b1b36728c70fb04f4
463. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 671ae5bd3a02329fe3daf2559acfbbf636cec7c5
464. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: ee49763d4cfdcb9279b7ec2f3ca139a7f9088937
465. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6c8a6f4babe581bdef1fb6ab212bac1528c4c2c8
466. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8e9ff460d48bcd72d0c9e190e347c59a34832f29
467. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 07e7fce5e1a3f7ca8c82056cf312e3e3619c1367
468. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: eafdfce88eb2afce0574bd60ad405955aa3e7528
469. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8056bef517454994bdd61525fa176b6eca3fd10a
470. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 5d043ca76d3d5c37961bc2538b8fe200d457dc20
471. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 6364db13876360c7a8f1d85a4992f046857c0360
472. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 454240d9f0e0986c61994c2fb909b45e50fa28cd
473. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 505184e7d4f61a9618016565f9b679dc3e85b1e8
474. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 272f489f71567f391d7b734194bb3428abb08107
475. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 680b6e90cc47b8ad9ae4e30f4c03660b95ef68d7
476. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: a0819cb4b31dff4b60c089a6a98447e81fb883a0
477. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 8f247a31e4adf8b097eb8fe9a483e6c025015f90
478. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 15b10e052f95bbad7c2632a072fdf2401dab6328
479. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 52d40db342822a1767f0a1cdb82e4c848503de72
480. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 700be3090a463bd8a0b5867bf2d5415f7440f754
481. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 488ec265472bee9b1384bbd4cb4ef43675832e8f
482. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: c8f00ffd77ce85f52f3da98f4864422d3da740f4
483. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 141824ede338fc86cbd05510a436636c6a1d8e63
484. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b0dd0b1e44a4a9a3c7153520e09b956e1dbf43f1
485. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5a6e2b488f576f9f916b3ca16f439b1780c7888b
486. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 00965168018321bb12621da3d86dc9791158a609
487. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: eef1c7418016580549fe557eae7e7e686174a166
488. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 67fecd02d694c4bdd299fce4ed91ea5a79bcac4e
489. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c53e1f448e9bfaf328f79d809de74c1a142dfdb4
490. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d800294a83b12b70b0d11ec8c004df8d15776694
491. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: cfac0e34fb9bddeaa076ab4327ab218605fd9b4b
492. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: d6a1557a8c9663493fe66666c528922207b0f22e
493. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bdc60afbcc072bbfa0167d26738a32fb67404224
494. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 32a5cdb24eb716b8d193f18be937498f92102314
495. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: be258fe640e04da1f16fc8c29ad19960fa969a86
496. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 16d7a457cbc7e6619844705983d3638c618e89e9
497. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a9195e3e7ae73d2957216e0f185cd36cc41ae93c
498. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c29b26bf86361c6be7fecdf614966d6feeb8e16c
499. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6f55d6eaea29f58954dc5d2853548f8d8c2ad1c2
500. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bb4bb1fa4c8bbe9d919e54e593cc60391885c568
501. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 506424c155e3eae30d97abbdb825bdcb18e42bca
502. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b97465affd8472c5ec78ec4d21b66420c65c1718
503. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 6d6db5e2c12fa8394b780350ba463dbe8b869660
504. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f8346a7bec53be3ddf7780fc1fa2a25f1898f323
505. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e2373178f59a94d28d4da24d7f9efdae3e157b5a
506. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 03e9726b68ede17fa59c037a7073a2ae2f3f07a9
507. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 675dde605d19554aa76cfbe72c47eab656c81f54
508. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 16f73d6cbc82918d0e7a4c99d4adad246b72f2a2
509. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 06055a3199e76db040130fc3d6b97ec32cc27a15
510. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b416f63124061119057831a9455ac1318ceedee6
511. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8a3cb5cc5ebf7ef8f54cc940c3b2425eaf4bcb16
512. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 450a6aa6bdd8bf9afdb205d2e446726cb0e1d63e
513. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4ece1623473b59bc6009f078b8e483063ddb03ae
514. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 33f0f491f7e29b04fb64edb7b399d14ca0c679c6
515. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5bb3589e8b05f4f1c6776d0ad6f99ea4ec20bbc9
516. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a6ca6c23716fd0da020589cdc9c4e2e6c8b47fb3
517. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: a4ed0adb5503eafc8d637e01c2e891122bd5c5f4
518. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 81d6a8914e76860c11ec58d20f9073ca9a437b77
